case_id,activity,start_time,end_time,resource
700,Approve loan offer,2025-02-25 11:08:19.472107+00:00,2025-02-25 11:08:19.472107+00:00,2025-02-25 11:14:45.503554+00:00,Clerk-000004
692,Reject application,2025-02-25 11:21:31.636275+00:00,2025-02-25 11:21:31.636275+00:00,2025-02-25 11:31:12.142572+00:00,Clerk-000001
701,Check application form completeness,2025-02-25 11:30:01.202905+00:00,2025-02-25 11:30:01.202905+00:00,2025-02-25 12:08:45.974607+00:00,Clerk-000005
702,Check application form completeness,2025-02-25 12:00:00.000000+00:00,2025-02-25 12:00:00.000000+00:00,2025-02-25 12:05:23.061694+00:00,Loan Officer-000003
702,Check credit history,2025-02-25 12:05:23.061694+00:00,2025-02-25 12:05:23.061694+00:00,2025-02-25 12:07:27.867868+00:00,Clerk-000007
702,AML check,2025-02-25 12:07:27.867868+00:00,2025-02-25 12:07:27.867868+00:00,2025-02-25 14:53:39.558995+00:00,AML Investigator-000001
697,Reject application,2025-02-25 12:08:04.018959+00:00,2025-02-25 12:08:04.018959+00:00,2025-02-25 12:15:54.676001+00:00,Applicant-000001
701,Check credit history,2025-02-25 12:08:45.974607+00:00,2025-02-25 12:08:45.974607+00:00,2025-02-25 13:21:11.003541+00:00,Senior Officer-000002
703,Check application form completeness,2025-02-25 12:30:00.000011+00:00,2025-02-25 12:30:00.000011+00:00,2025-02-25 13:13:30.277451+00:00,AML Investigator-000002
704,Check application form completeness,2025-02-25 13:00:00.000000+00:00,2025-02-25 13:12:00.000000+00:00,2025-02-25 13:51:01.346150+00:00,Senior Officer-000001
703,Check credit history,2025-02-25 13:13:30.277451+00:00,2025-02-25 13:13:30.277451+00:00,2025-02-25 13:29:41.170651+00:00,Clerk-000006
701,Appraise property,2025-02-25 13:21:11.003541+00:00,2025-02-25 13:21:11.003541+00:00,2025-02-25 13:37:48.827114+00:00,Loan Officer-000001
703,Appraise property,2025-02-25 13:29:41.170651+00:00,2025-02-25 13:29:41.170651+00:00,2025-02-25 13:39:56.621712+00:00,Loan Officer-000002
701,Assess loan risk,2025-02-25 13:37:48.827114+00:00,2025-02-25 13:37:48.827114+00:00,2025-02-25 13:55:01.674062+00:00,Clerk-000008
705,Check application form completeness,2025-02-25 13:39:16.881724+00:00,2025-02-25 13:39:16.881724+00:00,2025-02-25 13:46:38.481356+00:00,Appraiser-000002
703,Assess loan risk,2025-02-25 13:39:56.621712+00:00,2025-02-25 13:39:56.621712+00:00,2025-02-25 13:41:27.787664+00:00,Clerk-000002
703,Design loan offer,2025-02-25 13:41:27.787664+00:00,2025-02-25 13:41:27.787664+00:00,2025-02-25 13:45:46.527958+00:00,Appraiser-000001
703,Approve loan offer,2025-02-25 13:45:46.527958+00:00,2025-02-25 13:45:46.527958+00:00,2025-02-25 14:27:53.565986+00:00,Clerk-000003
705,Check credit history,2025-02-25 13:46:38.481356+00:00,2025-02-25 13:46:38.481356+00:00,2025-02-25 13:47:55.620401+00:00,Clerk-000004
705,AML check,2025-02-25 13:47:55.620401+00:00,2025-02-25 13:47:55.620401+00:00,2025-02-25 13:54:58.965634+00:00,Loan Officer-000004
704,Check credit history,2025-02-25 13:51:01.346150+00:00,2025-02-25 13:51:01.346150+00:00,2025-02-25 13:51:36.339588+00:00,Clerk-000001
704,AML check,2025-02-25 13:51:36.339588+00:00,2025-02-25 13:51:36.339588+00:00,2025-02-25 13:51:59.501579+00:00,Loan Officer-000003
704,Assess loan risk,2025-02-25 13:51:59.501579+00:00,2025-02-25 13:51:59.501579+00:00,2025-02-25 14:25:04.490978+00:00,Clerk-000007
705,Assess loan risk,2025-02-25 13:54:58.965634+00:00,2025-02-25 13:54:58.965634+00:00,2025-02-25 14:31:45.869977+00:00,Clerk-000005
706,Check application form completeness,2025-02-25 14:05:10.592625+00:00,2025-02-25 14:24:00.000000+00:00,2025-02-26 07:51:59.600702+00:00,Applicant-000001
704,Design loan offer,2025-02-25 14:25:04.490978+00:00,2025-02-25 14:25:04.490978+00:00,2025-02-25 14:40:15.734649+00:00,AML Investigator-000002
707,Check application form completeness,2025-02-25 14:30:00.154276+00:00,2025-02-25 14:30:00.154276+00:00,2025-02-25 14:42:04.147913+00:00,Senior Officer-000002
705,Reject application,2025-02-25 14:31:46.884201+00:00,2025-02-25 14:31:46.884201+00:00,2025-02-25 14:43:36.475875+00:00,Clerk-000006
704,Approve loan offer,2025-02-25 14:40:15.734649+00:00,2025-02-25 14:40:15.734649+00:00,2025-02-25 14:45:22.515234+00:00,Loan Officer-000001
707,Check credit history,2025-02-25 14:42:04.147913+00:00,2025-02-25 14:42:04.147913+00:00,2025-02-25 14:42:09.292270+00:00,Loan Officer-000002
707,AML check,2025-02-25 14:42:09.292270+00:00,2025-02-25 14:42:09.292270+00:00,2025-02-25 14:45:10.420325+00:00,Clerk-000002
707,Assess loan risk,2025-02-25 14:45:10.420325+00:00,2025-02-25 14:45:10.420325+00:00,2025-02-25 14:50:05.643721+00:00,Appraiser-000001
707,Design loan offer,2025-02-25 14:50:05.643721+00:00,2025-02-25 14:50:05.643721+00:00,2025-02-25 14:51:47.858028+00:00,Appraiser-000002
707,Approve loan offer,2025-02-25 14:51:47.858028+00:00,2025-02-25 14:51:47.858028+00:00,2025-02-25 14:55:39.247979+00:00,Clerk-000004
702,Assess loan risk,2025-02-25 14:53:39.558995+00:00,2025-02-25 14:53:39.558995+00:00,2025-02-26 07:48:50.409120+00:00,Senior Officer-000001
707,Cancel application,2025-02-25 14:55:39.249345+00:00,2025-02-25 14:55:39.249344+00:00,2025-02-26 07:48:55.763068+00:00,Clerk-000001
708,Check application form completeness,2025-02-25 15:00:00.001674+00:00,2025-02-26 07:48:00.000000+00:00,2025-02-26 07:48:27.924092+00:00,Loan Officer-000003
704,Cancel application,2025-02-25 15:13:34.498755+00:00,2025-02-26 07:48:00.000000+00:00,2025-02-26 07:52:23.623300+00:00,Loan Officer-000004
709,Check application form completeness,2025-02-25 16:01:02.993194+00:00,2025-02-26 07:48:00.000000+00:00,2025-02-26 07:51:44.564901+00:00,Clerk-000008
690,Approve application,2025-02-25 16:11:27.819711+00:00,2025-02-26 07:48:00.000000+00:00,2025-02-26 07:53:42.498176+00:00,Clerk-000007
701,Reject application,2025-02-25 16:40:39.988565+00:00,2025-02-26 07:48:00.000000+00:00,2025-02-26 07:52:07.808229+00:00,Clerk-000003
703,Cancel application,2025-02-26 01:19:27.839971+00:00,2025-02-26 07:48:00.000000+00:00,2025-02-26 07:48:45.269977+00:00,Clerk-000005
700,Approve application,2025-02-26 04:44:01.436160+00:00,2025-02-26 07:48:00.000000+00:00,2025-02-26 07:49:05.910244+00:00,AML Investigator-000002
710,Check application form completeness,2025-02-26 07:00:00.000000+00:00,2025-02-26 07:48:00.000000+00:00,2025-02-26 07:51:39.930457+00:00,Senior Officer-000002
711,Check application form completeness,2025-02-26 07:30:00.000000+00:00,2025-02-26 07:48:00.000000+00:00,2025-02-26 09:02:23.162944+00:00,Loan Officer-000002
708,Check credit history,2025-02-26 07:48:27.924092+00:00,2025-02-26 07:48:27.924092+00:00,2025-02-26 07:49:06.202730+00:00,Clerk-000006
702,Design loan offer,2025-02-26 07:48:50.409120+00:00,2025-02-26 07:48:50.409120+00:00,2025-02-26 07:55:34.890396+00:00,Clerk-000002
708,Appraise property,2025-02-26 07:49:06.202730+00:00,2025-02-26 07:49:06.202730+00:00,2025-02-26 07:57:22.254133+00:00,Loan Officer-000001
710,Check credit history,2025-02-26 07:51:39.930457+00:00,2025-02-26 07:51:39.930457+00:00,2025-02-26 07:51:40.490569+00:00,Appraiser-000001
710,AML check,2025-02-26 07:51:40.490569+00:00,2025-02-26 07:51:40.490569+00:00,2025-02-26 07:54:49.320093+00:00,Appraiser-000002
709,Check credit history,2025-02-26 07:51:44.564901+00:00,2025-02-26 07:51:44.564901+00:00,2025-02-26 09:10:36.996305+00:00,AML Investigator-000001
706,Check credit history,2025-02-26 07:51:59.600702+00:00,2025-02-26 07:51:59.600702+00:00,2025-02-26 07:58:17.347074+00:00,Clerk-000004
710,Assess loan risk,2025-02-26 07:54:49.320093+00:00,2025-02-26 07:54:49.320093+00:00,2025-02-26 09:06:17.307255+00:00,Loan Officer-000003
702,Approve loan offer,2025-02-26 07:55:34.890396+00:00,2025-02-26 07:55:34.890396+00:00,2025-02-26 07:57:02.116163+00:00,Clerk-000005
702,Cancel application,2025-02-26 07:57:02.254698+00:00,2025-02-26 07:57:02.254698+00:00,2025-02-26 09:00:44.655282+00:00,Senior Officer-000001
708,Assess loan risk,2025-02-26 07:57:22.254133+00:00,2025-02-26 07:57:22.254133+00:00,2025-02-26 09:15:19.568977+00:00,Clerk-000001
706,Appraise property,2025-02-26 07:58:17.347074+00:00,2025-02-26 07:58:17.347074+00:00,2025-02-26 09:10:09.853457+00:00,AML Investigator-000002
712,Check application form completeness,2025-02-26 08:00:00.000000+00:00,2025-02-26 08:00:00.000000+00:00,2025-02-26 09:00:08.660500+00:00,Clerk-000006
713,Check application form completeness,2025-02-26 08:30:00.000398+00:00,2025-02-26 09:00:00.000000+00:00,2025-02-26 09:01:04.251832+00:00,Senior Officer-000002
714,Check application form completeness,2025-02-26 09:00:00.000299+00:00,2025-02-26 09:00:00.000299+00:00,2025-02-26 09:07:04.804313+00:00,Appraiser-000001
712,Check credit history,2025-02-26 09:00:08.660500+00:00,2025-02-26 09:00:08.660500+00:00,2025-02-26 09:03:42.445638+00:00,Clerk-000008
713,Check credit history,2025-02-26 09:01:04.251832+00:00,2025-02-26 09:01:04.251832+00:00,2025-02-26 09:04:18.054751+00:00,Applicant-000001
711,Check credit history,2025-02-26 09:02:23.162944+00:00,2025-02-26 09:02:23.162944+00:00,2025-02-26 09:18:57.333372+00:00,Clerk-000003
712,AML check,2025-02-26 09:03:42.445638+00:00,2025-02-26 09:03:42.445638+00:00,2025-02-26 10:58:29.884246+00:00,Loan Officer-000004
713,Appraise property,2025-02-26 09:04:18.054751+00:00,2025-02-26 09:04:18.054751+00:00,2025-02-26 09:05:40.907920+00:00,Clerk-000007
713,Assess loan risk,2025-02-26 09:05:40.907920+00:00,2025-02-26 09:05:40.907920+00:00,2025-02-26 09:21:20.589725+00:00,Appraiser-000002
710,Design loan offer,2025-02-26 09:06:17.307255+00:00,2025-02-26 09:06:17.307255+00:00,2025-02-26 09:20:36.943347+00:00,Clerk-000002
714,Check credit history,2025-02-26 09:07:04.804313+00:00,2025-02-26 09:07:04.804313+00:00,2025-02-26 09:29:03.500380+00:00,Clerk-000005
706,Assess loan risk,2025-02-26 09:10:09.853457+00:00,2025-02-26 09:10:09.853457+00:00,2025-02-26 09:26:46.264911+00:00,Loan Officer-000001
709,AML check,2025-02-26 09:10:36.996305+00:00,2025-02-26 09:10:36.996305+00:00,2025-02-26 09:44:52.266559+00:00,Clerk-000004
708,Design loan offer,2025-02-26 09:15:19.568977+00:00,2025-02-26 09:15:19.568977+00:00,2025-02-26 09:16:46.355976+00:00,Clerk-000006
708,Approve loan offer,2025-02-26 09:16:46.355976+00:00,2025-02-26 09:16:46.355976+00:00,2025-02-26 09:17:51.333438+00:00,Senior Officer-000001
708,Approve application,2025-02-26 09:17:51.370515+00:00,2025-02-26 09:17:51.370515+00:00,2025-02-26 09:22:55.753234+00:00,Senior Officer-000002
711,Appraise property,2025-02-26 09:18:57.333372+00:00,2025-02-26 09:18:57.333372+00:00,2025-02-26 09:21:39.758369+00:00,Loan Officer-000002
710,Approve loan offer,2025-02-26 09:20:36.943347+00:00,2025-02-26 09:20:36.943347+00:00,2025-02-26 09:20:55.621214+00:00,Clerk-000008
711,Assess loan risk,2025-02-26 09:21:39.758369+00:00,2025-02-26 09:21:39.758369+00:00,2025-02-26 09:29:19.098869+00:00,Applicant-000001
714,Appraise property,2025-02-26 09:29:03.500380+00:00,2025-02-26 09:29:03.500380+00:00,2025-02-26 09:29:25.385570+00:00,Clerk-000007
711,Design loan offer,2025-02-26 09:29:19.098869+00:00,2025-02-26 09:29:19.098869+00:00,2025-02-26 09:30:34.700203+00:00,Loan Officer-000003
714,Assess loan risk,2025-02-26 09:29:25.385570+00:00,2025-02-26 09:29:25.385570+00:00,2025-02-26 09:31:12.570577+00:00,Appraiser-000001
711,Approve loan offer,2025-02-26 09:30:34.700203+00:00,2025-02-26 09:30:34.700203+00:00,2025-02-26 09:50:00.391105+00:00,AML Investigator-000002
714,Design loan offer,2025-02-26 09:31:12.570577+00:00,2025-02-26 09:31:12.570577+00:00,2025-02-26 09:41:17.889286+00:00,AML Investigator-000001
714,Approve loan offer,2025-02-26 09:41:17.889286+00:00,2025-02-26 09:41:17.889286+00:00,2025-02-26 09:42:12.197507+00:00,Clerk-000001
714,Cancel application,2025-02-26 09:42:12.197507+00:00,2025-02-26 09:42:12.197507+00:00,2025-02-26 09:44:31.412925+00:00,Clerk-000006
709,Assess loan risk,2025-02-26 09:44:52.266559+00:00,2025-02-26 09:44:52.266559+00:00,2025-02-26 09:58:37.442086+00:00,Senior Officer-000001
711,Approve application,2025-02-26 09:50:00.391926+00:00,2025-02-26 09:50:00.391926+00:00,2025-02-26 09:51:34.895719+00:00,Clerk-000003
715,Check application form completeness,2025-02-26 09:56:30.447471+00:00,2025-02-26 09:56:30.447471+00:00,2025-02-26 09:56:59.776674+00:00,Clerk-000002
706,Reject application,2025-02-26 09:56:50.997340+00:00,2025-02-26 09:56:50.997340+00:00,2025-02-26 10:06:51.555957+00:00,Clerk-000008
715,Check credit history,2025-02-26 09:56:59.776674+00:00,2025-02-26 09:56:59.776674+00:00,2025-02-26 09:59:36.236511+00:00,Appraiser-000002
709,Design loan offer,2025-02-26 09:58:37.442086+00:00,2025-02-26 09:58:37.442086+00:00,2025-02-26 09:59:11.341696+00:00,Loan Officer-000002
709,Approve loan offer,2025-02-26 09:59:11.341696+00:00,2025-02-26 09:59:11.341696+00:00,2025-02-26 10:18:19.409141+00:00,Senior Officer-000002
715,AML check,2025-02-26 09:59:36.236511+00:00,2025-02-26 09:59:36.236511+00:00,2025-02-26 10:15:13.833445+00:00,Loan Officer-000001
716,Check application form completeness,2025-02-26 10:00:00.000000+00:00,2025-02-26 10:00:00.000000+00:00,2025-02-26 10:09:55.420823+00:00,Clerk-000005
716,Check credit history,2025-02-26 10:09:55.420823+00:00,2025-02-26 10:09:55.420823+00:00,2025-02-26 10:10:22.535876+00:00,Applicant-000001
716,Appraise property,2025-02-26 10:10:22.535876+00:00,2025-02-26 10:10:22.535876+00:00,2025-02-26 11:42:43.722155+00:00,Clerk-000007
715,Assess loan risk,2025-02-26 10:15:13.833445+00:00,2025-02-26 10:15:13.833445+00:00,2025-02-26 10:21:58.959228+00:00,Loan Officer-000003
717,Check application form completeness,2025-02-26 10:30:00.000004+00:00,2025-02-26 10:30:00.000004+00:00,2025-02-26 10:31:38.125375+00:00,Appraiser-000001
717,Check credit history,2025-02-26 10:31:38.125375+00:00,2025-02-26 10:31:38.125375+00:00,2025-02-26 10:56:49.577122+00:00,AML Investigator-000001
713,Reject application,2025-02-26 10:47:58.305523+00:00,2025-02-26 10:47:58.305523+00:00,2025-02-26 10:48:51.492472+00:00,Clerk-000001
717,AML check,2025-02-26 10:56:49.577122+00:00,2025-02-26 10:56:49.577122+00:00,2025-02-26 11:10:03.950379+00:00,Clerk-000006
712,Assess loan risk,2025-02-26 10:58:29.884246+00:00,2025-02-26 10:58:29.884246+00:00,2025-02-26 11:17:14.804620+00:00,Clerk-000004
718,Check application form completeness,2025-02-26 11:00:00.000000+00:00,2025-02-26 11:00:00.000000+00:00,2025-02-26 11:14:02.337603+00:00,AML Investigator-000002
717,Assess loan risk,2025-02-26 11:10:03.950379+00:00,2025-02-26 11:10:03.950379+00:00,2025-02-26 11:23:34.687289+00:00,Clerk-000003
718,Check credit history,2025-02-26 11:14:02.337603+00:00,2025-02-26 11:14:02.337603+00:00,2025-02-26 11:32:40.683638+00:00,Clerk-000002
712,Reject application,2025-02-26 11:17:28.009985+00:00,2025-02-26 11:17:28.009986+00:00,2025-02-26 11:28:59.728573+00:00,Senior Officer-000001
717,Design loan offer,2025-02-26 11:23:34.687289+00:00,2025-02-26 11:23:34.687289+00:00,2025-02-26 11:23:45.998979+00:00,Loan Officer-000002
717,Approve loan offer,2025-02-26 11:23:45.998979+00:00,2025-02-26 11:23:45.998979+00:00,2025-02-26 11:41:00.421452+00:00,Appraiser-000002
719,Check application form completeness,2025-02-26 11:30:00.007822+00:00,2025-02-26 11:30:00.007822+00:00,2025-02-26 11:34:03.584198+00:00,Clerk-000008
718,AML check,2025-02-26 11:32:40.683638+00:00,2025-02-26 11:32:40.683638+00:00,2025-02-26 11:33:09.021322+00:00,Clerk-000005
718,Assess loan risk,2025-02-26 11:33:09.021322+00:00,2025-02-26 11:33:09.021322+00:00,2025-02-26 11:39:08.106224+00:00,Applicant-000001
719,Check credit history,2025-02-26 11:34:03.584198+00:00,2025-02-26 11:34:03.584198+00:00,2025-02-26 11:46:50.125038+00:00,Loan Officer-000001
718,Design loan offer,2025-02-26 11:39:08.106224+00:00,2025-02-26 11:39:08.106224+00:00,2025-02-26 11:40:05.147967+00:00,Senior Officer-000002
718,Approve loan offer,2025-02-26 11:40:05.147967+00:00,2025-02-26 11:40:05.147967+00:00,2025-02-26 11:58:59.528111+00:00,Loan Officer-000003
717,Cancel application,2025-02-26 11:42:21.699627+00:00,2025-02-26 11:42:21.699628+00:00,2025-02-26 11:46:59.224547+00:00,Appraiser-000001
716,Assess loan risk,2025-02-26 11:42:43.722155+00:00,2025-02-26 11:42:43.722155+00:00,2025-02-26 12:01:13.235797+00:00,Clerk-000001
719,AML check,2025-02-26 11:46:50.125038+00:00,2025-02-26 11:46:50.125038+00:00,2025-02-26 12:04:34.963932+00:00,AML Investigator-000001
718,Cancel application,2025-02-26 11:58:59.531057+00:00,2025-02-26 11:58:59.531058+00:00,2025-02-26 12:01:59.042155+00:00,Loan Officer-000004
720,Check application form completeness,2025-02-26 12:00:08.734881+00:00,2025-02-26 12:00:08.734881+00:00,2025-02-26 12:00:28.571587+00:00,Clerk-000006
720,Check credit history,2025-02-26 12:00:28.571587+00:00,2025-02-26 12:00:28.571587+00:00,2025-02-26 13:56:07.776364+00:00,AML Investigator-000002
716,Reject application,2025-02-26 12:04:24.222745+00:00,2025-02-26 12:04:24.222745+00:00,2025-02-26 12:11:44.793594+00:00,Clerk-000004
719,Assess loan risk,2025-02-26 12:04:34.963932+00:00,2025-02-26 12:04:34.963932+00:00,2025-02-26 12:09:47.119764+00:00,Clerk-000003
719,Reject application,2025-02-26 12:09:47.218980+00:00,2025-02-26 12:09:47.218981+00:00,2025-02-26 12:19:57.362456+00:00,Loan Officer-000002
721,Check application form completeness,2025-02-26 12:30:00.493322+00:00,2025-02-26 12:30:00.493322+00:00,2025-02-26 13:14:10.639950+00:00,Senior Officer-000001
722,Check application form completeness,2025-02-26 13:00:00.046114+00:00,2025-02-26 13:12:00.000000+00:00,2025-02-26 13:12:13.745543+00:00,Clerk-000002
709,Cancel application,2025-02-26 13:04:16.271960+00:00,2025-02-26 13:12:00.000000+00:00,2025-02-26 13:13:31.301340+00:00,Clerk-000005
722,Check credit history,2025-02-26 13:12:13.745543+00:00,2025-02-26 13:12:13.745543+00:00,2025-02-26 13:18:29.357506+00:00,Clerk-000008
721,Check credit history,2025-02-26 13:14:10.639950+00:00,2025-02-26 13:14:10.639950+00:00,2025-02-26 13:14:33.082114+00:00,Applicant-000001
721,AML check,2025-02-26 13:14:33.082114+00:00,2025-02-26 13:14:33.082114+00:00,2025-02-26 13:17:56.162722+00:00,Senior Officer-000002
721,Assess loan risk,2025-02-26 13:17:56.162722+00:00,2025-02-26 13:17:56.162722+00:00,2025-02-26 13:31:50.026822+00:00,Appraiser-000002
722,Appraise property,2025-02-26 13:18:29.357506+00:00,2025-02-26 13:18:29.357506+00:00,2025-02-26 13:19:57.227252+00:00,Clerk-000007
722,Assess loan risk,2025-02-26 13:19:57.227252+00:00,2025-02-26 13:19:57.227252+00:00,2025-02-26 13:35:56.341418+00:00,Loan Officer-000001
723,Check application form completeness,2025-02-26 13:30:00.000000+00:00,2025-02-26 13:30:00.000000+00:00,2025-02-26 13:30:12.527964+00:00,Appraiser-000001
723,Check credit history,2025-02-26 13:30:12.527964+00:00,2025-02-26 13:30:12.527964+00:00,2025-02-26 13:49:27.167255+00:00,Loan Officer-000003
722,Design loan offer,2025-02-26 13:35:56.341418+00:00,2025-02-26 13:35:56.341418+00:00,2025-02-26 13:37:52.206208+00:00,Clerk-000006
722,Approve loan offer,2025-02-26 13:37:52.206208+00:00,2025-02-26 13:37:52.206208+00:00,2025-02-26 13:45:35.248572+00:00,Clerk-000001
723,AML check,2025-02-26 13:49:27.167255+00:00,2025-02-26 13:49:27.167255+00:00,2025-02-26 14:37:15.619684+00:00,Loan Officer-000004
720,Appraise property,2025-02-26 13:56:07.776364+00:00,2025-02-26 13:56:07.776364+00:00,2025-02-26 14:37:00.474163+00:00,AML Investigator-000001
724,Check application form completeness,2025-02-26 14:00:00.000000+00:00,2025-02-26 14:00:00.000000+00:00,2025-02-26 14:26:07.258225+00:00,Clerk-000003
722,Cancel application,2025-02-26 14:06:52.337382+00:00,2025-02-26 14:24:00.000000+00:00,2025-02-26 14:25:39.460703+00:00,Clerk-000004
724,Check credit history,2025-02-26 14:26:07.258225+00:00,2025-02-26 14:26:07.258225+00:00,2025-02-26 14:30:33.762837+00:00,Loan Officer-000002
724,AML check,2025-02-26 14:30:33.762837+00:00,2025-02-26 14:30:33.762837+00:00,2025-02-26 14:44:59.673661+00:00,Clerk-000002
720,Assess loan risk,2025-02-26 14:37:00.474163+00:00,2025-02-26 14:37:00.474163+00:00,2025-02-26 14:56:21.749818+00:00,Clerk-000005
723,Assess loan risk,2025-02-26 14:37:15.619684+00:00,2025-02-26 14:37:15.619684+00:00,2025-02-26 14:40:38.975465+00:00,Senior Officer-000001
723,Design loan offer,2025-02-26 14:40:38.975465+00:00,2025-02-26 14:40:38.975465+00:00,2025-02-26 14:41:21.380454+00:00,Applicant-000001
723,Approve loan offer,2025-02-26 14:41:21.380454+00:00,2025-02-26 14:41:21.380454+00:00,2025-02-26 14:54:29.926752+00:00,Senior Officer-000002
724,Assess loan risk,2025-02-26 14:44:59.673661+00:00,2025-02-26 14:44:59.673661+00:00,2025-02-27 07:51:40.860801+00:00,Clerk-000008
720,Reject application,2025-02-26 14:56:21.749818+00:00,2025-02-26 14:56:21.749818+00:00,2025-02-27 07:49:11.477906+00:00,Clerk-000007
726,Check application form completeness,2025-02-26 15:00:01.842705+00:00,2025-02-27 07:48:00.000000+00:00,2025-02-27 09:44:49.150990+00:00,Appraiser-000001
723,Cancel application,2025-02-26 15:17:30.865187+00:00,2025-02-27 07:48:00.000000+00:00,2025-02-27 07:49:53.915652+00:00,Appraiser-000002
715,Reject application,2025-02-26 15:18:50.939155+00:00,2025-02-27 07:48:00.000000+00:00,2025-02-27 07:48:19.034578+00:00,Loan Officer-000001
727,Check application form completeness,2025-02-26 15:30:00.000000+00:00,2025-02-27 07:48:00.000000+00:00,2025-02-27 07:55:29.732844+00:00,Clerk-000006
710,Approve application,2025-02-26 15:36:01.286745+00:00,2025-02-27 07:48:00.000000+00:00,2025-02-27 07:53:27.889977+00:00,Clerk-000001
699,Check application form completeness,2025-02-26 23:03:49.084741+00:00,2025-02-27 07:48:00.000000+00:00,2025-02-27 07:48:09.997818+00:00,Loan Officer-000003
725,Check application form completeness,2025-02-27 00:56:26.720545+00:00,2025-02-27 07:48:00.000000+00:00,2025-02-27 07:58:19.235042+00:00,AML Investigator-000002
678,Reject application,2025-02-27 01:22:20.128808+00:00,2025-02-27 07:48:00.000000+00:00,2025-02-27 07:58:00.126026+00:00,Clerk-000004
728,Check application form completeness,2025-02-27 07:00:19.346328+00:00,2025-02-27 07:48:00.000000+00:00,2025-02-27 07:50:03.972237+00:00,Clerk-000003
729,Check application form completeness,2025-02-27 07:30:00.000000+00:00,2025-02-27 07:48:00.000000+00:00,2025-02-27 07:48:00.222988+00:00,Loan Officer-000002
729,Check credit history,2025-02-27 07:48:00.222988+00:00,2025-02-27 07:48:00.222988+00:00,2025-02-27 09:04:13.552170+00:00,AML Investigator-000001
699,Check credit history,2025-02-27 07:48:09.997818+00:00,2025-02-27 07:48:09.997818+00:00,2025-02-27 07:57:16.376834+00:00,Loan Officer-000004
728,Check credit history,2025-02-27 07:50:03.972237+00:00,2025-02-27 07:50:03.972237+00:00,2025-02-27 07:54:44.347103+00:00,Senior Officer-000001
724,Design loan offer,2025-02-27 07:51:40.860801+00:00,2025-02-27 07:51:40.860801+00:00,2025-02-27 07:55:45.230060+00:00,Applicant-000001
728,AML check,2025-02-27 07:54:44.347103+00:00,2025-02-27 07:54:44.347103+00:00,2025-02-27 09:14:08.517694+00:00,Clerk-000002
727,Check credit history,2025-02-27 07:55:29.732844+00:00,2025-02-27 07:55:29.732844+00:00,2025-02-27 09:17:57.240799+00:00,Senior Officer-000002
724,Approve loan offer,2025-02-27 07:55:45.230060+00:00,2025-02-27 07:55:45.230060+00:00,2025-02-27 09:14:54.692282+00:00,Clerk-000005
699,AML check,2025-02-27 07:57:16.376834+00:00,2025-02-27 07:57:16.376834+00:00,2025-02-27 09:00:16.154472+00:00,Loan Officer-000002
725,Check credit history,2025-02-27 07:58:19.235042+00:00,2025-02-27 07:58:19.235042+00:00,2025-02-27 09:46:12.620247+00:00,Loan Officer-000003
730,Check application form completeness,2025-02-27 08:00:00.000000+00:00,2025-02-27 08:00:00.000000+00:00,2025-02-27 09:05:54.998430+00:00,Loan Officer-000001
731,Check application form completeness,2025-02-27 08:48:50.605403+00:00,2025-02-27 09:00:00.000000+00:00,2025-02-27 09:00:14.597435+00:00,Clerk-000007
732,Check application form completeness,2025-02-27 09:00:00.000005+00:00,2025-02-27 09:00:00.000005+00:00,2025-02-27 09:16:45.732924+00:00,Appraiser-000002
731,Check credit history,2025-02-27 09:00:14.597435+00:00,2025-02-27 09:00:14.597435+00:00,2025-02-27 09:00:20.532132+00:00,Clerk-000003
699,Assess loan risk,2025-02-27 09:00:16.154472+00:00,2025-02-27 09:00:16.154472+00:00,2025-02-27 09:03:11.608970+00:00,Clerk-000008
731,Appraise property,2025-02-27 09:00:20.532132+00:00,2025-02-27 09:00:20.532132+00:00,2025-02-27 09:01:39.194618+00:00,Clerk-000001
731,Assess loan risk,2025-02-27 09:01:39.194618+00:00,2025-02-27 09:01:39.194618+00:00,2025-02-27 09:02:15.828116+00:00,Senior Officer-000001
731,Design loan offer,2025-02-27 09:02:15.828116+00:00,2025-02-27 09:02:15.828116+00:00,2025-02-27 09:03:29.163706+00:00,Clerk-000006
699,Design loan offer,2025-02-27 09:03:11.608970+00:00,2025-02-27 09:03:11.608970+00:00,2025-02-27 09:03:31.740906+00:00,Applicant-000001
731,Approve loan offer,2025-02-27 09:03:29.163706+00:00,2025-02-27 09:03:29.163706+00:00,2025-02-27 09:22:11.699404+00:00,Loan Officer-000004
699,Approve loan offer,2025-02-27 09:03:31.740906+00:00,2025-02-27 09:03:31.740906+00:00,2025-02-27 09:09:05.600769+00:00,Clerk-000004
729,Appraise property,2025-02-27 09:04:13.552170+00:00,2025-02-27 09:04:13.552170+00:00,2025-02-27 09:24:01.638394+00:00,AML Investigator-000002
730,Check credit history,2025-02-27 09:05:54.998430+00:00,2025-02-27 09:05:54.998430+00:00,2025-02-27 09:11:36.721452+00:00,Clerk-000007
730,Appraise property,2025-02-27 09:11:36.721452+00:00,2025-02-27 09:11:36.721452+00:00,2025-02-27 09:24:33.316487+00:00,Loan Officer-000002
728,Assess loan risk,2025-02-27 09:14:08.517694+00:00,2025-02-27 09:14:08.517694+00:00,2025-02-27 09:14:16.351440+00:00,Clerk-000003
